Lokacija,Datum,TackaRose9am,univerzalnoVremeZa9am,TackaRose3pm,univerzalnoVremeZa3pm
YABA,2013-08-17,,,9.00,2013-08-17 06:00:00+00:00
YABA,2013-08-19,4.00,2013-08-18 23:30:00+00:00,,
YABA,2013-08-21,,,13.00,2013-08-21 07:00:00+00:00
YABA,2013-08-25,13.00,2013-08-25 01:00:00+00:00,14.00,2013-08-25 05:12:00+00:00
YABA,2013-08-26,12.00,2013-08-26 01:00:00+00:00,13.00,2013-08-26 07:00:00+00:00
YABA,2013-08-27,10.00,2013-08-26 23:30:00+00:00,11.00,2013-08-27 07:30:00+00:00
YABA,2013-08-29,,,8.00,2013-08-29 06:33:00+00:00
YABA,2013-08-30,9.00,2013-08-30 01:00:00+00:00,9.00,2013-08-30 07:00:00+00:00
YABA,2013-08-31,10.00,2013-08-31 01:00:00+00:00,8.00,2013-08-31 07:00:00+00:00
YABA,2013-09-01,,,10.00,2013-09-01 05:00:00+00:00
YABA,2013-09-03,13.00,2013-09-03 01:50:00+00:00,12.00,2013-09-03 06:29:00+00:00
YABA,2013-09-04,5.00,2013-09-04 02:25:00+00:00,5.00,2013-09-04 07:30:00+00:00
YABA,2013-09-06,6.00,2013-09-05 23:00:00+00:00,,
YABA,2013-09-07,,,13.00,2013-09-07 07:00:00+00:00
YABA,2013-09-09,6.00,2013-09-08 23:00:00+00:00,,
YABA,2013-09-11,9.00,2013-09-11 00:30:00+00:00,11.00,2013-09-11 07:00:00+00:00
YABA,2013-09-12,10.00,2013-09-12 01:59:00+00:00,9.00,2013-09-12 06:30:00+00:00
YABA,2013-09-15,10.00,2013-09-15 01:30:00+00:00,10.00,2013-09-15 06:30:00+00:00
YABA,2013-09-16,9.00,2013-09-16 03:00:00+00:00,13.00,2013-09-16 07:00:00+00:00
YABA,2013-09-17,4.00,2013-09-17 00:30:00+00:00,5.00,2013-09-17 06:11:00+00:00
YABA,2013-09-18,8.00,2013-09-18 00:57:00+00:00,8.00,2013-09-18 07:00:00+00:00
YABA,2013-09-19,12.00,2013-09-19 02:00:00+00:00,12.00,2013-09-19 06:11:00+00:00
YABA,2013-09-20,13.00,2013-09-20 01:18:00+00:00,12.00,2013-09-20 05:00:00+00:00
YABA,2013-09-21,,,9.00,2013-09-21 07:25:00+00:00
YABA,2013-09-22,10.00,2013-09-22 01:18:00+00:00,6.00,2013-09-22 07:18:00+00:00
YABA,2013-09-23,9.00,2013-09-23 02:14:00+00:00,9.00,2013-09-23 07:04:00+00:00
YABA,2013-09-24,9.00,2013-09-24 01:00:00+00:00,9.00,2013-09-24 06:54:00+00:00
YABA,2013-09-25,3.00,2013-09-25 01:00:00+00:00,,
YABA,2013-09-26,8.00,2013-09-26 01:12:00+00:00,7.00,2013-09-26 07:00:00+00:00
YABA,2013-09-27,8.00,2013-09-27 02:23:00+00:00,,
YABA,2013-09-28,8.00,2013-09-28 01:29:00+00:00,,
YABA,2013-09-29,10.00,2013-09-29 01:00:00+00:00,8.00,2013-09-29 07:30:00+00:00
YABA,2013-09-30,3.00,2013-09-30 01:00:00+00:00,,
YABA,2013-10-01,,,8.00,2013-10-01 08:13:00+00:00
YABA,2013-10-04,14.00,2013-10-04 02:00:00+00:00,,
YABA,2013-10-05,12.00,2013-10-05 02:24:00+00:00,13.00,2013-10-05 06:00:00+00:00
YABA,2013-10-06,,,6.00,2013-10-06 06:13:00+00:00
YABA,2013-10-07,,,9.00,2013-10-07 05:04:00+00:00
YABA,2013-10-08,13.00,2013-10-08 02:17:00+00:00,12.00,2013-10-08 06:12:00+00:00
YABA,2013-10-09,10.00,2013-10-09 02:00:00+00:00,,
YABA,2013-10-11,10.00,2013-10-11 01:07:00+00:00,8.00,2013-10-11 06:30:00+00:00
YABA,2013-10-12,7.00,2013-10-12 02:00:00+00:00,,
YABA,2013-10-15,,,11.00,2013-10-15 06:21:00+00:00
YABA,2013-10-16,9.00,2013-10-16 00:00:00+00:00,,
YABA,2013-10-18,,,9.00,2013-10-18 05:18:00+00:00
YABA,2013-10-19,11.00,2013-10-19 01:00:00+00:00,10.00,2013-10-19 05:30:00+00:00
YABA,2013-10-23,9.00,2013-10-23 01:00:00+00:00,8.00,2013-10-23 07:00:00+00:00
YABA,2013-10-24,9.00,2013-10-24 01:00:00+00:00,11.00,2013-10-24 07:00:00+00:00
YABA,2013-10-25,13.00,2013-10-25 01:00:00+00:00,14.00,2013-10-25 07:00:00+00:00
YABA,2013-10-26,14.00,2013-10-26 01:00:00+00:00,13.00,2013-10-26 07:00:00+00:00
YABA,2013-10-27,13.00,2013-10-27 01:00:00+00:00,13.00,2013-10-27 07:00:00+00:00
YABA,2013-10-28,10.00,2013-10-28 01:00:00+00:00,13.00,2013-10-28 07:00:00+00:00
YABA,2013-10-29,13.00,2013-10-29 01:00:00+00:00,13.00,2013-10-29 07:00:00+00:00
YABA,2013-10-30,14.00,2013-10-30 01:00:00+00:00,16.00,2013-10-30 07:00:00+00:00
YABA,2013-10-31,12.00,2013-10-31 01:00:00+00:00,13.00,2013-10-31 07:00:00+00:00
YABA,2013-11-01,14.00,2013-11-01 01:00:00+00:00,12.00,2013-11-01 07:00:00+00:00
YABA,2013-11-02,8.00,2013-11-02 01:00:00+00:00,10.00,2013-11-02 07:00:00+00:00
YABA,2013-11-03,10.00,2013-11-03 01:00:00+00:00,11.00,2013-11-03 07:00:00+00:00
YABA,2013-11-04,16.00,2013-11-04 01:00:00+00:00,18.00,2013-11-04 07:00:00+00:00
YABA,2013-11-05,12.00,2013-11-05 01:00:00+00:00,9.00,2013-11-05 07:00:00+00:00
YABA,2013-11-06,13.00,2013-11-06 01:00:00+00:00,12.00,2013-11-06 07:00:00+00:00
YABA,2013-11-07,7.00,2013-11-07 01:00:00+00:00,9.00,2013-11-07 07:00:00+00:00
YABA,2013-11-08,8.00,2013-11-08 01:00:00+00:00,8.00,2013-11-08 07:00:00+00:00
YABA,2013-11-09,10.00,2013-11-09 01:00:00+00:00,9.00,2013-11-09 07:00:00+00:00
YABA,2013-11-10,8.00,2013-11-10 01:00:00+00:00,13.00,2013-11-10 07:00:00+00:00
YABA,2013-11-11,3.00,2013-11-11 01:00:00+00:00,15.00,2013-11-11 07:00:00+00:00
YABA,2013-11-12,14.00,2013-11-12 01:00:00+00:00,13.00,2013-11-12 07:00:00+00:00
YABA,2013-11-13,14.00,2013-11-13 01:00:00+00:00,14.00,2013-11-13 07:00:00+00:00
YABA,2013-11-14,12.00,2013-11-14 01:00:00+00:00,12.00,2013-11-14 07:00:00+00:00
YABA,2013-11-15,10.00,2013-11-15 01:00:00+00:00,11.00,2013-11-15 07:00:00+00:00
YABA,2013-11-16,11.00,2013-11-16 01:00:00+00:00,14.00,2013-11-16 07:00:00+00:00
YABA,2013-11-17,16.00,2013-11-17 01:00:00+00:00,14.00,2013-11-17 07:00:00+00:00
YABA,2013-11-18,8.00,2013-11-18 01:00:00+00:00,4.00,2013-11-18 07:00:00+00:00
YABA,2013-11-19,8.00,2013-11-19 01:00:00+00:00,7.00,2013-11-19 07:00:00+00:00
YABA,2013-11-20,9.00,2013-11-20 01:00:00+00:00,7.00,2013-11-20 07:00:00+00:00
YABA,2013-11-21,5.00,2013-11-21 01:00:00+00:00,9.00,2013-11-21 07:00:00+00:00
YABA,2013-11-22,10.00,2013-11-22 01:00:00+00:00,15.00,2013-11-22 07:00:00+00:00
YABA,2013-11-23,13.00,2013-11-23 01:00:00+00:00,15.00,2013-11-23 07:00:00+00:00
YABA,2013-11-24,13.00,2013-11-24 01:00:00+00:00,8.00,2013-11-24 07:00:00+00:00
YABA,2013-11-25,7.00,2013-11-25 01:00:00+00:00,6.00,2013-11-25 07:00:00+00:00
YABA,2013-11-26,8.00,2013-11-26 01:00:00+00:00,9.00,2013-11-26 07:00:00+00:00
YABA,2013-11-27,10.00,2013-11-27 01:00:00+00:00,12.00,2013-11-27 07:00:00+00:00
YABA,2013-11-28,14.00,2013-11-28 01:00:00+00:00,15.00,2013-11-28 07:00:00+00:00
YABA,2013-11-29,14.00,2013-11-29 01:00:00+00:00,11.00,2013-11-29 07:00:00+00:00
YABA,2013-11-30,12.00,2013-11-30 01:00:00+00:00,9.00,2013-11-30 07:00:00+00:00
YABA,2013-12-01,14.00,2013-12-01 01:00:00+00:00,10.00,2013-12-01 07:00:00+00:00
YABA,2013-12-02,9.00,2013-12-02 01:00:00+00:00,11.00,2013-12-02 07:00:00+00:00
YABA,2013-12-03,8.00,2013-12-03 01:00:00+00:00,7.00,2013-12-03 07:00:00+00:00
YABA,2013-12-04,6.00,2013-12-04 01:00:00+00:00,6.00,2013-12-04 07:00:00+00:00
YABA,2013-12-05,8.00,2013-12-05 01:00:00+00:00,10.00,2013-12-05 07:00:00+00:00
YABA,2013-12-06,10.00,2013-12-06 01:00:00+00:00,13.00,2013-12-06 07:00:00+00:00
YABA,2013-12-07,14.00,2013-12-07 01:00:00+00:00,10.00,2013-12-07 07:00:00+00:00
YABA,2013-12-08,11.00,2013-12-08 01:00:00+00:00,11.00,2013-12-08 07:00:00+00:00
YABA,2013-12-09,8.00,2013-12-09 01:00:00+00:00,8.00,2013-12-09 07:00:00+00:00
YABA,2013-12-10,8.00,2013-12-10 01:00:00+00:00,8.00,2013-12-10 07:00:00+00:00
YABA,2013-12-11,9.00,2013-12-11 01:00:00+00:00,10.00,2013-12-11 07:00:00+00:00
YABA,2013-12-12,12.00,2013-12-12 01:00:00+00:00,13.00,2013-12-12 07:00:00+00:00
YABA,2013-12-13,13.00,2013-12-13 01:00:00+00:00,15.00,2013-12-13 07:00:00+00:00
YABA,2013-12-14,15.00,2013-12-14 01:00:00+00:00,17.00,2013-12-14 07:00:00+00:00
YABA,2013-12-15,18.00,2013-12-15 01:00:00+00:00,16.00,2013-12-15 07:00:00+00:00
YABA,2013-12-16,15.00,2013-12-16 01:00:00+00:00,15.00,2013-12-16 07:00:00+00:00
YABA,2013-12-17,16.00,2013-12-17 01:00:00+00:00,17.00,2013-12-17 07:00:00+00:00
YABA,2013-12-18,13.00,2013-12-18 01:00:00+00:00,10.00,2013-12-18 07:00:00+00:00
YABA,2013-12-19,11.00,2013-12-19 01:00:00+00:00,13.00,2013-12-19 07:00:00+00:00
YABA,2013-12-20,11.00,2013-12-20 01:00:00+00:00,7.00,2013-12-20 07:00:00+00:00
YABA,2013-12-21,7.00,2013-12-21 01:00:00+00:00,8.00,2013-12-21 07:00:00+00:00
YABA,2013-12-22,8.00,2013-12-22 01:00:00+00:00,10.00,2013-12-22 07:00:00+00:00
YABA,2013-12-23,10.00,2013-12-23 01:00:00+00:00,13.00,2013-12-23 07:00:00+00:00
YABA,2013-12-24,9.00,2013-12-24 01:00:00+00:00,14.00,2013-12-24 07:00:00+00:00
YABA,2013-12-25,9.00,2013-12-25 01:00:00+00:00,12.00,2013-12-25 07:00:00+00:00
YABA,2013-12-26,14.00,2013-12-26 01:00:00+00:00,14.00,2013-12-26 07:00:00+00:00
YABA,2013-12-27,15.00,2013-12-27 01:00:00+00:00,11.00,2013-12-27 07:00:00+00:00
YABA,2013-12-28,9.00,2013-12-28 01:00:00+00:00,10.00,2013-12-28 07:00:00+00:00
YABA,2013-12-29,14.00,2013-12-29 01:00:00+00:00,10.00,2013-12-29 07:00:00+00:00
YABA,2013-12-30,15.00,2013-12-30 01:00:00+00:00,14.00,2013-12-30 07:00:00+00:00
YABA,2013-12-31,14.00,2013-12-31 01:00:00+00:00,13.00,2013-12-31 07:00:00+00:00
YABA,2014-01-01,8.00,2014-01-01 01:00:00+00:00,7.00,2014-01-01 07:00:00+00:00
YABA,2014-01-02,9.00,2014-01-02 01:00:00+00:00,11.00,2014-01-02 07:00:00+00:00
YABA,2014-01-03,7.00,2014-01-03 01:00:00+00:00,8.00,2014-01-03 07:00:00+00:00
YABA,2014-01-04,8.00,2014-01-04 01:00:00+00:00,8.00,2014-01-04 07:00:00+00:00
YABA,2014-01-05,7.00,2014-01-05 01:00:00+00:00,8.00,2014-01-05 07:00:00+00:00
YABA,2014-01-06,12.00,2014-01-06 01:00:00+00:00,15.00,2014-01-06 07:00:00+00:00
YABA,2014-01-07,18.00,2014-01-07 01:00:00+00:00,16.00,2014-01-07 07:00:00+00:00
YABA,2014-01-08,14.00,2014-01-08 01:00:00+00:00,16.00,2014-01-08 07:00:00+00:00
YABA,2014-01-09,12.00,2014-01-09 01:00:00+00:00,13.00,2014-01-09 07:00:00+00:00
YABA,2014-01-10,13.00,2014-01-10 01:00:00+00:00,14.00,2014-01-10 07:00:00+00:00
YABA,2014-01-11,14.00,2014-01-11 01:00:00+00:00,15.00,2014-01-11 07:00:00+00:00
YABA,2014-01-12,16.00,2014-01-12 01:00:00+00:00,13.00,2014-01-12 07:00:00+00:00
YABA,2014-01-13,17.00,2014-01-13 01:00:00+00:00,11.00,2014-01-13 07:00:00+00:00
YABA,2014-01-14,11.00,2014-01-14 01:00:00+00:00,11.00,2014-01-14 07:00:00+00:00
YABA,2014-01-15,10.00,2014-01-15 01:00:00+00:00,14.00,2014-01-15 07:00:00+00:00
YABA,2014-01-16,9.00,2014-01-16 01:00:00+00:00,10.00,2014-01-16 07:00:00+00:00
YABA,2014-01-17,7.00,2014-01-17 01:00:00+00:00,9.00,2014-01-17 07:00:00+00:00
YABA,2014-01-18,12.00,2014-01-18 01:00:00+00:00,13.00,2014-01-18 07:00:00+00:00
YABA,2014-01-19,15.00,2014-01-19 01:00:00+00:00,14.00,2014-01-19 07:00:00+00:00
YABA,2014-01-20,12.00,2014-01-20 01:00:00+00:00,11.00,2014-01-20 07:00:00+00:00
YABA,2014-01-21,12.00,2014-01-21 01:00:00+00:00,13.00,2014-01-21 07:00:00+00:00
YABA,2014-01-22,16.00,2014-01-22 01:00:00+00:00,18.00,2014-01-22 07:00:00+00:00
YABA,2014-01-23,18.00,2014-01-23 01:00:00+00:00,19.00,2014-01-23 07:00:00+00:00
YABA,2014-01-24,18.00,2014-01-24 01:00:00+00:00,15.00,2014-01-24 07:00:00+00:00
YABA,2014-01-25,15.00,2014-01-25 01:00:00+00:00,16.00,2014-01-25 07:00:00+00:00
YABA,2014-01-26,16.00,2014-01-26 01:00:00+00:00,15.00,2014-01-26 07:00:00+00:00
YABA,2014-01-27,13.00,2014-01-27 01:00:00+00:00,13.00,2014-01-27 07:00:00+00:00
YABA,2014-01-28,7.00,2014-01-28 01:00:00+00:00,6.00,2014-01-28 07:00:00+00:00
YABA,2014-01-29,10.00,2014-01-29 01:00:00+00:00,11.00,2014-01-29 07:00:00+00:00
YABA,2014-01-30,16.00,2014-01-30 01:00:00+00:00,17.00,2014-01-30 07:00:00+00:00
YABA,2014-01-31,16.00,2014-01-31 01:00:00+00:00,14.00,2014-01-31 07:00:00+00:00
YABA,2014-02-01,16.00,2014-02-01 01:00:00+00:00,13.00,2014-02-01 07:00:00+00:00
YABA,2014-02-02,7.00,2014-02-02 01:00:00+00:00,6.00,2014-02-02 07:00:00+00:00
YABA,2014-02-03,8.00,2014-02-03 01:00:00+00:00,16.00,2014-02-03 07:00:00+00:00
YABA,2014-02-04,15.00,2014-02-04 01:00:00+00:00,12.00,2014-02-04 07:00:00+00:00
YABA,2014-02-05,18.00,2014-02-05 01:00:00+00:00,17.00,2014-02-05 07:00:00+00:00
YABA,2014-02-06,17.00,2014-02-06 01:00:00+00:00,17.00,2014-02-06 07:00:00+00:00
YABA,2014-02-07,14.00,2014-02-07 01:00:00+00:00,11.00,2014-02-07 07:00:00+00:00
YABA,2014-02-08,6.00,2014-02-08 01:00:00+00:00,8.00,2014-02-08 07:00:00+00:00
YABA,2014-02-09,7.00,2014-02-09 01:00:00+00:00,10.00,2014-02-09 07:00:00+00:00
YABA,2014-02-10,15.00,2014-02-10 01:00:00+00:00,15.00,2014-02-10 07:00:00+00:00
YABA,2014-02-11,7.00,2014-02-11 01:00:00+00:00,9.00,2014-02-11 07:00:00+00:00
YABA,2014-02-12,15.00,2014-02-12 01:00:00+00:00,15.00,2014-02-12 07:00:00+00:00
YABA,2014-02-13,13.00,2014-02-13 01:00:00+00:00,14.00,2014-02-13 07:00:00+00:00
YABA,2014-02-14,13.00,2014-02-14 01:00:00+00:00,13.00,2014-02-14 07:00:00+00:00
YABA,2014-02-15,14.00,2014-02-15 01:00:00+00:00,14.00,2014-02-15 07:00:00+00:00
YABA,2014-02-16,15.00,2014-02-16 01:00:00+00:00,12.00,2014-02-16 07:00:00+00:00
YABA,2014-02-17,10.00,2014-02-17 01:00:00+00:00,11.00,2014-02-17 07:00:00+00:00
YABA,2014-02-18,10.00,2014-02-18 01:00:00+00:00,12.00,2014-02-18 07:00:00+00:00
YABA,2014-02-19,11.00,2014-02-19 01:00:00+00:00,12.00,2014-02-19 07:00:00+00:00
YABA,2014-02-20,12.00,2014-02-20 01:00:00+00:00,11.00,2014-02-20 07:00:00+00:00
YABA,2014-02-21,11.00,2014-02-21 01:00:00+00:00,11.00,2014-02-21 07:00:00+00:00
YABA,2014-02-22,13.00,2014-02-22 01:00:00+00:00,14.00,2014-02-22 07:00:00+00:00
YABA,2014-02-23,17.00,2014-02-23 01:00:00+00:00,14.00,2014-02-23 07:00:00+00:00
YABA,2014-02-24,16.00,2014-02-24 01:00:00+00:00,15.00,2014-02-24 07:00:00+00:00
YABA,2014-02-25,9.00,2014-02-25 01:00:00+00:00,7.00,2014-02-25 07:00:00+00:00
YABA,2014-02-26,6.00,2014-02-26 01:00:00+00:00,7.00,2014-02-26 07:00:00+00:00
YABA,2014-02-27,9.00,2014-02-27 01:00:00+00:00,11.00,2014-02-27 07:00:00+00:00
YABA,2014-02-28,15.00,2014-02-28 01:00:00+00:00,12.00,2014-02-28 07:00:00+00:00
YABA,2014-03-01,7.00,2014-03-01 01:00:00+00:00,7.00,2014-03-01 07:00:00+00:00
YABA,2014-03-02,18.00,2014-03-02 01:00:00+00:00,17.00,2014-03-02 07:00:00+00:00
YABA,2014-03-03,15.00,2014-03-03 01:00:00+00:00,14.00,2014-03-03 07:00:00+00:00
YABA,2014-03-04,11.00,2014-03-04 01:00:00+00:00,11.00,2014-03-04 07:00:00+00:00
YABA,2014-03-05,8.00,2014-03-05 01:00:00+00:00,10.00,2014-03-05 07:00:00+00:00
YABA,2014-03-06,12.00,2014-03-06 01:00:00+00:00,12.00,2014-03-06 07:00:00+00:00
YABA,2014-03-07,11.00,2014-03-07 01:00:00+00:00,15.00,2014-03-07 07:00:00+00:00
YABA,2014-03-08,13.00,2014-03-08 01:00:00+00:00,15.00,2014-03-08 07:00:00+00:00
YABA,2014-03-09,8.00,2014-03-09 01:00:00+00:00,8.00,2014-03-09 07:00:00+00:00
YABA,2014-03-10,10.00,2014-03-10 01:00:00+00:00,8.00,2014-03-10 07:00:00+00:00
YABA,2014-03-11,12.00,2014-03-11 01:00:00+00:00,11.00,2014-03-11 07:00:00+00:00
YABA,2014-03-12,13.00,2014-03-12 01:00:00+00:00,16.00,2014-03-12 07:00:00+00:00
YABA,2014-03-13,17.00,2014-03-13 01:00:00+00:00,14.00,2014-03-13 07:00:00+00:00
YABA,2014-03-14,9.00,2014-03-14 01:00:00+00:00,8.00,2014-03-14 07:10:00+00:00
YABA,2014-03-15,9.00,2014-03-15 01:00:00+00:00,8.00,2014-03-15 07:00:00+00:00
YABA,2014-03-16,16.00,2014-03-16 01:00:00+00:00,13.00,2014-03-16 07:00:00+00:00
YABA,2014-03-17,17.00,2014-03-17 01:00:00+00:00,15.00,2014-03-17 07:00:00+00:00
YABA,2014-03-18,16.00,2014-03-18 01:04:00+00:00,16.00,2014-03-18 07:00:00+00:00
YABA,2014-03-19,16.00,2014-03-19 01:00:00+00:00,14.00,2014-03-19 07:00:00+00:00
YABA,2014-03-20,15.00,2014-03-20 01:00:00+00:00,12.00,2014-03-20 07:00:00+00:00
YABA,2014-03-21,9.00,2014-03-21 01:00:00+00:00,9.00,2014-03-21 07:00:00+00:00
YABA,2014-03-22,14.00,2014-03-22 01:00:00+00:00,15.00,2014-03-22 07:00:00+00:00
YABA,2014-03-23,15.00,2014-03-23 01:00:00+00:00,12.00,2014-03-23 07:00:00+00:00
YABA,2014-03-24,11.00,2014-03-24 01:00:00+00:00,15.00,2014-03-24 07:00:00+00:00
YABA,2014-03-25,14.00,2014-03-25 01:00:00+00:00,15.00,2014-03-25 07:00:00+00:00
YABA,2014-03-26,17.00,2014-03-26 01:00:00+00:00,16.00,2014-03-26 07:00:00+00:00
YABA,2014-03-27,14.00,2014-03-27 01:00:00+00:00,12.00,2014-03-27 07:00:00+00:00
YABA,2014-03-28,15.00,2014-03-28 01:00:00+00:00,14.00,2014-03-28 07:00:00+00:00
YABA,2014-03-29,14.00,2014-03-29 01:00:00+00:00,15.00,2014-03-29 07:00:00+00:00
YABA,2014-03-30,13.00,2014-03-30 01:00:00+00:00,13.00,2014-03-30 07:00:00+00:00
YABA,2014-03-31,13.00,2014-03-31 01:00:00+00:00,12.00,2014-03-31 07:00:00+00:00
YABA,2014-04-01,5.00,2014-04-01 01:00:00+00:00,5.00,2014-04-01 07:00:00+00:00
YABA,2014-04-02,8.00,2014-04-02 01:00:00+00:00,9.00,2014-04-02 07:00:00+00:00
YABA,2014-04-03,12.00,2014-04-03 01:00:00+00:00,12.00,2014-04-03 07:00:00+00:00
YABA,2014-04-04,14.00,2014-04-04 01:00:00+00:00,10.00,2014-04-04 07:00:00+00:00
YABA,2014-04-05,13.00,2014-04-05 01:00:00+00:00,13.00,2014-04-05 07:00:00+00:00
YABA,2014-04-06,15.00,2014-04-06 01:00:00+00:00,14.00,2014-04-06 07:00:00+00:00
YABA,2014-04-07,12.00,2014-04-07 01:00:00+00:00,11.00,2014-04-07 07:00:00+00:00
YABA,2014-04-08,13.00,2014-04-08 01:00:00+00:00,12.00,2014-04-08 07:00:00+00:00
YABA,2014-04-09,14.00,2014-04-09 01:00:00+00:00,5.00,2014-04-09 07:00:00+00:00
YABA,2014-04-10,14.00,2014-04-10 01:00:00+00:00,11.00,2014-04-10 07:00:00+00:00
YABA,2014-04-11,13.00,2014-04-11 01:00:00+00:00,13.00,2014-04-11 07:00:00+00:00
YABA,2014-04-12,10.00,2014-04-12 01:00:00+00:00,15.00,2014-04-12 07:00:00+00:00
YABA,2014-04-13,15.00,2014-04-13 01:00:00+00:00,16.00,2014-04-13 07:00:00+00:00
YABA,2014-04-14,16.00,2014-04-14 01:00:00+00:00,17.00,2014-04-14 07:00:00+00:00
YABA,2014-04-15,16.00,2014-04-15 01:00:00+00:00,12.00,2014-04-15 07:00:00+00:00
YABA,2014-04-16,12.00,2014-04-16 01:00:00+00:00,10.00,2014-04-16 07:00:00+00:00
YABA,2014-04-17,15.00,2014-04-17 01:00:00+00:00,12.00,2014-04-17 07:00:00+00:00
YABA,2014-04-18,13.00,2014-04-18 01:00:00+00:00,14.00,2014-04-18 07:00:00+00:00
YABA,2014-04-19,11.00,2014-04-19 01:00:00+00:00,10.00,2014-04-19 07:00:00+00:00
YABA,2014-04-20,12.00,2014-04-20 01:00:00+00:00,10.00,2014-04-20 07:00:00+00:00
YABA,2014-04-21,12.00,2014-04-21 01:00:00+00:00,6.00,2014-04-21 07:00:00+00:00
YABA,2014-04-22,8.00,2014-04-22 01:00:00+00:00,5.00,2014-04-22 07:00:00+00:00
YABA,2014-04-23,12.00,2014-04-23 01:00:00+00:00,10.00,2014-04-23 07:00:00+00:00
YABA,2014-04-24,13.00,2014-04-24 01:00:00+00:00,13.00,2014-04-24 07:00:00+00:00
YABA,2014-04-25,13.00,2014-04-25 01:00:00+00:00,15.00,2014-04-25 07:00:00+00:00
YABA,2014-04-26,12.00,2014-04-26 01:00:00+00:00,13.00,2014-04-26 07:00:00+00:00
YABA,2014-04-27,16.00,2014-04-27 01:00:00+00:00,14.00,2014-04-27 07:00:00+00:00
YABA,2014-04-28,8.00,2014-04-28 01:00:00+00:00,6.00,2014-04-28 07:00:00+00:00
YABA,2014-04-29,11.00,2014-04-29 01:00:00+00:00,7.00,2014-04-29 07:00:00+00:00
YABA,2014-04-30,7.00,2014-04-30 01:00:00+00:00,8.00,2014-04-30 07:00:00+00:00
YABA,2014-05-01,5.00,2014-05-01 02:00:00+00:00,4.00,2014-05-01 07:00:00+00:00
YABA,2014-05-02,6.00,2014-05-02 01:00:00+00:00,8.00,2014-05-02 07:00:00+00:00
YABA,2014-05-03,16.00,2014-05-03 01:00:00+00:00,13.00,2014-05-03 07:00:00+00:00
YABA,2014-05-04,13.00,2014-05-04 01:00:00+00:00,15.00,2014-05-04 07:00:00+00:00
YABA,2014-05-05,14.00,2014-05-05 01:00:00+00:00,15.00,2014-05-05 07:00:00+00:00
YABA,2014-05-06,14.00,2014-05-06 01:00:00+00:00,14.00,2014-05-06 07:00:00+00:00
YABA,2014-05-07,17.00,2014-05-07 01:00:00+00:00,14.00,2014-05-07 07:00:00+00:00
YABA,2014-05-08,8.00,2014-05-08 01:00:00+00:00,6.00,2014-05-08 07:00:00+00:00
YABA,2014-05-09,14.00,2014-05-09 01:00:00+00:00,7.00,2014-05-09 07:00:00+00:00
YABA,2014-05-10,13.00,2014-05-10 01:00:00+00:00,10.00,2014-05-10 07:00:00+00:00
YABA,2014-05-11,13.00,2014-05-11 01:00:00+00:00,9.00,2014-05-11 07:00:00+00:00
YABA,2014-05-12,11.00,2014-05-12 01:00:00+00:00,6.00,2014-05-12 07:00:00+00:00
YABA,2014-05-13,8.00,2014-05-13 01:00:00+00:00,7.00,2014-05-13 07:00:00+00:00
YABA,2014-05-14,12.00,2014-05-14 01:00:00+00:00,15.00,2014-05-14 07:00:00+00:00
YABA,2014-05-15,13.00,2014-05-15 01:00:00+00:00,12.00,2014-05-15 07:00:00+00:00
YABA,2014-05-16,14.00,2014-05-16 01:00:00+00:00,12.00,2014-05-16 07:00:00+00:00
YABA,2014-05-17,13.00,2014-05-17 01:00:00+00:00,9.00,2014-05-17 07:00:00+00:00
YABA,2014-05-18,14.00,2014-05-18 01:00:00+00:00,15.00,2014-05-18 07:00:00+00:00
YABA,2014-05-19,15.00,2014-05-19 01:00:00+00:00,13.00,2014-05-19 07:00:00+00:00
YABA,2014-05-20,15.00,2014-05-20 01:00:00+00:00,13.00,2014-05-20 07:00:00+00:00
YABA,2014-05-21,16.00,2014-05-21 01:00:00+00:00,13.00,2014-05-21 07:00:00+00:00
YABA,2014-05-22,14.00,2014-05-22 01:00:00+00:00,14.00,2014-05-22 07:00:00+00:00
YABA,2014-05-23,14.00,2014-05-23 01:00:00+00:00,12.00,2014-05-23 07:00:00+00:00
YABA,2014-05-24,9.00,2014-05-24 01:00:00+00:00,7.00,2014-05-24 07:00:00+00:00
YABA,2014-05-25,11.00,2014-05-25 01:00:00+00:00,12.00,2014-05-25 07:00:00+00:00
YABA,2014-05-26,12.00,2014-05-26 01:00:00+00:00,10.00,2014-05-26 07:00:00+00:00
YABA,2014-05-27,13.00,2014-05-27 01:00:00+00:00,14.00,2014-05-27 07:00:00+00:00
YABA,2014-05-28,10.00,2014-05-28 01:00:00+00:00,10.00,2014-05-28 07:00:00+00:00
YABA,2014-05-29,7.00,2014-05-29 01:00:00+00:00,9.00,2014-05-29 07:00:00+00:00
YABA,2014-05-30,10.00,2014-05-30 01:00:00+00:00,12.00,2014-05-30 07:00:00+00:00
YABA,2014-05-31,9.00,2014-05-31 01:00:00+00:00,8.00,2014-05-31 07:00:00+00:00
YABA,2014-06-01,11.00,2014-06-01 01:00:00+00:00,13.00,2014-06-01 07:00:00+00:00
YABA,2014-06-02,12.00,2014-06-02 01:00:00+00:00,12.00,2014-06-02 07:00:00+00:00
YABA,2014-06-03,12.00,2014-06-03 01:00:00+00:00,8.00,2014-06-03 07:00:00+00:00
