Lokacija,Datum,TackaRose9am,univerzalnoVremeZa9am,TackaRose3pm,univerzalnoVremeZa3pm
YMHB,2009-06-25,9.00,2009-06-24 23:00:00+00:00,11.00,2009-06-25 05:00:00+00:00
YMHB,2009-06-26,10.00,2009-06-25 23:00:00+00:00,10.00,2009-06-26 05:00:00+00:00
YMHB,2009-06-27,8.00,2009-06-26 23:00:00+00:00,8.00,2009-06-27 05:00:00+00:00
YMHB,2009-06-28,5.00,2009-06-27 23:00:00+00:00,7.00,2009-06-28 05:00:00+00:00
YMHB,2009-06-29,6.00,2009-06-28 23:00:00+00:00,4.00,2009-06-29 05:00:00+00:00
YMHB,2009-06-30,8.00,2009-06-29 23:00:00+00:00,9.00,2009-06-30 05:00:00+00:00
YMHB,2009-07-01,4.00,2009-06-30 23:00:00+00:00,4.00,2009-07-01 05:00:00+00:00
YMHB,2009-07-02,2.00,2009-07-01 23:00:00+00:00,2.50,2009-07-02 05:00:00+00:00
YMHB,2009-07-03,5.00,2009-07-02 23:00:00+00:00,5.00,2009-07-03 05:00:00+00:00
YMHB,2009-07-04,6.00,2009-07-03 23:00:00+00:00,2.00,2009-07-04 05:00:00+00:00
YMHB,2009-07-05,0.00,2009-07-04 23:00:00+00:00,-1.00,2009-07-05 05:00:00+00:00
YMHB,2009-07-06,2.00,2009-07-05 23:00:00+00:00,0.00,2009-07-06 05:00:00+00:00
YMHB,2009-07-07,1.00,2009-07-06 23:00:00+00:00,3.00,2009-07-07 05:00:00+00:00
YMHB,2009-07-08,0.00,2009-07-07 23:00:00+00:00,3.00,2009-07-08 05:00:00+00:00
YMHB,2009-07-09,1.00,2009-07-08 23:00:00+00:00,3.00,2009-07-09 05:00:00+00:00
YMHB,2009-07-10,2.00,2009-07-09 23:00:00+00:00,6.00,2009-07-10 05:00:00+00:00
YMHB,2009-07-11,5.00,2009-07-10 23:00:00+00:00,6.00,2009-07-11 05:00:00+00:00
YMHB,2009-07-12,7.00,2009-07-11 23:00:00+00:00,7.00,2009-07-12 05:00:00+00:00
YMHB,2009-07-13,5.00,2009-07-12 23:00:00+00:00,4.00,2009-07-13 05:00:00+00:00
YMHB,2009-07-14,2.00,2009-07-13 23:00:00+00:00,3.00,2009-07-14 05:00:00+00:00
YMHB,2009-07-15,7.00,2009-07-14 23:00:00+00:00,4.00,2009-07-15 05:00:00+00:00
YMHB,2009-07-16,5.00,2009-07-15 23:00:00+00:00,4.00,2009-07-16 05:00:00+00:00
YMHB,2009-07-17,0.00,2009-07-16 23:00:00+00:00,2.00,2009-07-17 05:00:00+00:00
YMHB,2009-07-18,0.00,2009-07-17 23:00:00+00:00,3.00,2009-07-18 05:00:00+00:00
YMHB,2009-07-19,4.00,2009-07-18 23:00:00+00:00,5.00,2009-07-19 05:00:00+00:00
YMHB,2009-07-20,4.00,2009-07-19 23:00:00+00:00,7.00,2009-07-20 05:00:00+00:00
YMHB,2009-07-21,3.00,2009-07-20 23:00:00+00:00,4.00,2009-07-21 05:00:00+00:00
YMHB,2009-07-22,5.00,2009-07-21 23:00:00+00:00,8.00,2009-07-22 05:00:00+00:00
YMHB,2009-07-23,0.00,2009-07-22 23:00:00+00:00,1.00,2009-07-23 05:00:00+00:00
YMHB,2009-07-24,0.00,2009-07-23 23:00:00+00:00,2.00,2009-07-24 05:00:00+00:00
YMHB,2009-07-25,3.00,2009-07-24 23:00:00+00:00,3.00,2009-07-25 05:00:00+00:00
YMHB,2009-07-26,5.00,2009-07-25 23:00:00+00:00,4.00,2009-07-26 05:00:00+00:00
YMHB,2009-07-27,4.00,2009-07-26 23:00:00+00:00,0.00,2009-07-27 05:00:00+00:00
YMHB,2009-07-28,5.00,2009-07-27 23:00:00+00:00,5.00,2009-07-28 05:00:00+00:00
YMHB,2009-07-29,3.00,2009-07-28 23:00:00+00:00,0.00,2009-07-29 05:00:00+00:00
YMHB,2009-07-30,6.00,2009-07-29 23:00:00+00:00,2.00,2009-07-30 05:00:00+00:00
YMHB,2009-07-31,1.00,2009-07-30 23:00:00+00:00,2.00,2009-07-31 05:00:00+00:00
YMHB,2009-08-01,4.00,2009-07-31 23:00:00+00:00,-2.00,2009-08-01 05:00:00+00:00
YMHB,2009-08-02,1.00,2009-08-01 23:00:00+00:00,5.00,2009-08-02 05:00:00+00:00
YMHB,2009-08-03,1.00,2009-08-02 23:00:00+00:00,-2.00,2009-08-03 05:00:00+00:00
YMHB,2009-08-04,2.00,2009-08-03 23:00:00+00:00,1.00,2009-08-04 05:00:00+00:00
YMHB,2009-08-05,2.00,2009-08-04 23:00:00+00:00,2.00,2009-08-05 05:00:00+00:00
YMHB,2009-08-06,7.00,2009-08-05 23:00:00+00:00,7.00,2009-08-06 05:00:00+00:00
YMHB,2009-08-07,3.00,2009-08-06 23:00:00+00:00,0.00,2009-08-07 05:00:00+00:00
YMHB,2009-08-08,4.00,2009-08-07 23:00:00+00:00,4.00,2009-08-08 05:00:00+00:00
YMHB,2009-08-09,5.00,2009-08-08 23:00:00+00:00,7.00,2009-08-09 05:00:00+00:00
YMHB,2009-08-10,6.00,2009-08-09 23:00:00+00:00,6.00,2009-08-10 05:00:00+00:00
YMHB,2009-08-11,7.00,2009-08-10 23:00:00+00:00,7.00,2009-08-11 05:00:00+00:00
YMHB,2009-08-12,8.00,2009-08-11 23:00:00+00:00,9.00,2009-08-12 05:00:00+00:00
YMHB,2009-08-13,10.00,2009-08-12 23:00:00+00:00,10.00,2009-08-13 05:00:00+00:00
YMHB,2009-08-14,7.00,2009-08-13 23:00:00+00:00,6.00,2009-08-14 05:00:00+00:00
YMHB,2009-08-15,7.00,2009-08-14 23:00:00+00:00,8.00,2009-08-15 05:00:00+00:00
YMHB,2009-08-16,6.00,2009-08-15 23:00:00+00:00,7.10,2009-08-16 05:00:00+00:00
YMHB,2009-08-17,3.00,2009-08-16 23:00:00+00:00,0.00,2009-08-17 05:00:00+00:00
YMHB,2009-08-18,6.00,2009-08-17 23:00:00+00:00,6.00,2009-08-18 05:00:00+00:00
YMHB,2009-08-19,7.00,2009-08-18 23:00:00+00:00,7.00,2009-08-19 05:00:00+00:00
YMHB,2009-08-20,8.00,2009-08-19 23:00:00+00:00,5.00,2009-08-20 05:00:00+00:00
YMHB,2009-08-21,7.00,2009-08-20 23:00:00+00:00,4.00,2009-08-21 05:00:00+00:00
YMHB,2009-08-22,3.00,2009-08-21 23:00:00+00:00,2.00,2009-08-22 05:00:00+00:00
YMHB,2009-08-23,7.00,2009-08-22 23:00:00+00:00,3.00,2009-08-23 05:00:00+00:00
YMHB,2009-08-24,3.00,2009-08-23 23:00:00+00:00,2.00,2009-08-24 05:00:00+00:00
YMHB,2009-08-25,3.00,2009-08-24 23:00:00+00:00,2.00,2009-08-25 05:00:00+00:00
YMHB,2009-08-26,1.00,2009-08-25 23:00:00+00:00,0.00,2009-08-26 05:00:00+00:00
YMHB,2009-08-27,4.00,2009-08-26 23:00:00+00:00,6.00,2009-08-27 05:00:00+00:00
YMHB,2009-08-28,2.00,2009-08-27 23:00:00+00:00,0.00,2009-08-28 05:00:00+00:00
YMHB,2009-08-29,3.00,2009-08-28 23:00:00+00:00,6.00,2009-08-29 05:00:00+00:00
YMHB,2009-08-30,-1.00,2009-08-29 23:00:00+00:00,3.00,2009-08-30 05:00:00+00:00
YMHB,2009-08-31,5.00,2009-08-30 23:00:00+00:00,-2.00,2009-08-31 05:00:00+00:00
YMHB,2009-09-01,-0.20,2009-08-31 23:00:00+00:00,-4.00,2009-09-01 05:00:00+00:00
YMHB,2009-09-02,2.00,2009-09-01 23:00:00+00:00,5.00,2009-09-02 05:00:00+00:00
YMHB,2009-09-03,6.00,2009-09-02 23:00:00+00:00,6.00,2009-09-03 05:00:00+00:00
YMHB,2009-09-04,4.00,2009-09-03 23:00:00+00:00,3.00,2009-09-04 05:00:00+00:00
YMHB,2009-09-05,4.00,2009-09-04 23:00:00+00:00,1.00,2009-09-05 05:00:00+00:00
YMHB,2009-09-06,4.00,2009-09-05 23:00:00+00:00,2.00,2009-09-06 05:00:00+00:00
YMHB,2009-09-07,5.00,2009-09-06 23:00:00+00:00,6.00,2009-09-07 05:00:00+00:00
YMHB,2009-09-08,10.00,2009-09-07 23:00:00+00:00,8.00,2009-09-08 05:00:00+00:00
YMHB,2009-09-09,6.00,2009-09-08 23:00:00+00:00,5.00,2009-09-09 05:00:00+00:00
YMHB,2009-09-10,2.00,2009-09-09 23:00:00+00:00,5.00,2009-09-10 05:00:00+00:00
YMHB,2009-09-11,5.00,2009-09-10 23:00:00+00:00,5.00,2009-09-11 05:00:00+00:00
YMHB,2009-09-12,6.00,2009-09-11 23:00:00+00:00,8.00,2009-09-12 05:00:00+00:00
YMHB,2009-09-13,5.00,2009-09-12 23:00:00+00:00,0.00,2009-09-13 05:00:00+00:00
YMHB,2009-09-14,3.00,2009-09-13 23:00:00+00:00,2.00,2009-09-14 05:00:00+00:00
YMHB,2009-09-15,2.00,2009-09-14 23:00:00+00:00,3.00,2009-09-15 05:00:00+00:00
YMHB,2009-09-16,7.00,2009-09-15 23:00:00+00:00,9.00,2009-09-16 05:00:00+00:00
YMHB,2009-09-17,9.00,2009-09-16 23:00:00+00:00,10.00,2009-09-17 05:00:00+00:00
YMHB,2009-09-18,4.00,2009-09-17 23:00:00+00:00,7.00,2009-09-18 05:00:00+00:00
YMHB,2009-09-19,6.00,2009-09-18 23:00:00+00:00,7.00,2009-09-19 05:00:00+00:00
YMHB,2009-09-20,2.00,2009-09-19 23:00:00+00:00,3.00,2009-09-20 05:00:00+00:00
YMHB,2009-09-21,1.00,2009-09-20 23:00:00+00:00,5.00,2009-09-21 05:00:00+00:00
YMHB,2009-09-22,4.00,2009-09-21 23:00:00+00:00,8.00,2009-09-22 05:00:00+00:00
YMHB,2009-09-23,10.00,2009-09-22 23:00:00+00:00,11.00,2009-09-23 05:00:00+00:00
YMHB,2009-09-24,5.00,2009-09-23 23:00:00+00:00,8.00,2009-09-24 05:00:00+00:00
YMHB,2009-09-25,9.00,2009-09-24 23:00:00+00:00,6.00,2009-09-25 05:00:00+00:00
YMHB,2009-09-26,4.00,2009-09-25 23:00:00+00:00,3.00,2009-09-26 05:00:00+00:00
YMHB,2009-09-27,7.00,2009-09-26 23:00:00+00:00,7.00,2009-09-27 05:00:00+00:00
YMHB,2009-09-28,7.00,2009-09-27 23:00:00+00:00,7.00,2009-09-28 05:00:00+00:00
YMHB,2009-09-29,3.00,2009-09-28 23:00:00+00:00,5.00,2009-09-29 05:00:00+00:00
YMHB,2009-09-30,7.00,2009-09-29 23:00:00+00:00,8.00,2009-09-30 05:00:00+00:00
YMHB,2009-10-01,4.00,2009-09-30 23:00:00+00:00,-2.00,2009-10-01 05:00:00+00:00
YMHB,2009-10-02,3.00,2009-10-01 23:00:00+00:00,1.00,2009-10-02 05:00:00+00:00
YMHB,2009-10-03,1.00,2009-10-02 23:00:00+00:00,-2.00,2009-10-03 05:00:00+00:00
YMHB,2009-10-04,4.00,2009-10-03 22:00:00+00:00,4.00,2009-10-04 04:00:00+00:00
YMHB,2009-10-05,6.00,2009-10-04 22:00:00+00:00,3.00,2009-10-05 04:00:00+00:00
YMHB,2009-10-06,3.33,2009-10-05 22:00:00+00:00,0.00,2009-10-06 04:00:00+00:00
YMHB,2009-10-07,4.00,2009-10-06 22:00:00+00:00,2.00,2009-10-07 04:00:00+00:00
YMHB,2009-10-08,3.10,2009-10-07 22:00:00+00:00,6.00,2009-10-08 04:00:00+00:00
YMHB,2009-10-09,3.00,2009-10-08 22:00:00+00:00,3.00,2009-10-09 04:00:00+00:00
YMHB,2009-10-10,2.00,2009-10-09 22:00:00+00:00,3.00,2009-10-10 04:00:00+00:00
YMHB,2009-10-11,5.00,2009-10-10 22:00:00+00:00,5.40,2009-10-11 04:00:00+00:00
YMHB,2009-10-12,6.00,2009-10-11 22:00:00+00:00,8.00,2009-10-12 04:00:00+00:00
YMHB,2009-10-13,7.00,2009-10-12 22:00:00+00:00,6.40,2009-10-13 04:00:00+00:00
YMHB,2009-10-14,8.00,2009-10-13 22:00:00+00:00,8.00,2009-10-14 04:00:00+00:00
YMHB,2009-10-15,8.00,2009-10-14 22:00:00+00:00,7.00,2009-10-15 04:00:00+00:00
YMHB,2009-10-16,9.10,2009-10-15 22:00:00+00:00,7.00,2009-10-16 04:00:00+00:00
YMHB,2009-10-17,5.00,2009-10-16 22:00:00+00:00,7.00,2009-10-17 04:00:00+00:00
YMHB,2009-10-18,5.00,2009-10-17 22:00:00+00:00,8.00,2009-10-18 04:00:00+00:00
YMHB,2009-10-19,9.00,2009-10-18 22:00:00+00:00,10.00,2009-10-19 04:00:00+00:00
YMHB,2009-10-20,7.00,2009-10-19 22:00:00+00:00,7.00,2009-10-20 04:00:00+00:00
YMHB,2009-10-21,4.00,2009-10-20 22:00:00+00:00,3.00,2009-10-21 04:00:00+00:00
YMHB,2009-10-22,5.00,2009-10-21 22:00:00+00:00,6.00,2009-10-22 04:00:00+00:00
YMHB,2009-10-23,8.00,2009-10-22 22:00:00+00:00,6.00,2009-10-23 04:00:00+00:00
YMHB,2009-10-24,6.00,2009-10-23 22:00:00+00:00,6.00,2009-10-24 04:00:00+00:00
YMHB,2009-10-25,2.00,2009-10-24 22:00:00+00:00,3.00,2009-10-25 04:00:00+00:00
YMHB,2009-10-26,3.00,2009-10-25 22:00:00+00:00,5.00,2009-10-26 04:00:00+00:00
YMHB,2009-10-27,6.00,2009-10-26 22:00:00+00:00,7.00,2009-10-27 04:00:00+00:00
YMHB,2009-10-28,8.00,2009-10-27 22:00:00+00:00,4.00,2009-10-28 04:00:00+00:00
YMHB,2009-10-29,6.00,2009-10-28 22:00:00+00:00,9.00,2009-10-29 04:00:00+00:00
YMHB,2009-10-30,10.00,2009-10-29 22:00:00+00:00,15.00,2009-10-30 04:00:00+00:00
YMHB,2009-10-31,14.00,2009-10-30 22:00:00+00:00,13.00,2009-10-31 04:00:00+00:00
YMHB,2009-11-01,11.00,2009-10-31 22:00:00+00:00,8.00,2009-11-01 04:00:00+00:00
YMHB,2009-11-02,9.00,2009-11-01 22:00:00+00:00,9.00,2009-11-02 04:00:00+00:00
YMHB,2009-11-03,14.00,2009-11-02 22:00:00+00:00,4.00,2009-11-03 04:00:00+00:00
YMHB,2009-11-04,2.00,2009-11-03 22:00:00+00:00,3.00,2009-11-04 04:00:00+00:00
YMHB,2009-11-05,3.00,2009-11-04 22:00:00+00:00,3.00,2009-11-05 04:00:00+00:00
YMHB,2009-11-06,5.00,2009-11-05 22:00:00+00:00,5.00,2009-11-06 04:00:00+00:00
YMHB,2009-11-07,9.00,2009-11-06 22:00:00+00:00,10.00,2009-11-07 04:00:00+00:00
YMHB,2009-11-08,9.00,2009-11-07 22:00:00+00:00,11.00,2009-11-08 04:00:00+00:00
YMHB,2009-11-09,12.00,2009-11-08 22:00:00+00:00,11.00,2009-11-09 04:00:00+00:00
YMHB,2009-11-10,13.00,2009-11-09 22:00:00+00:00,12.00,2009-11-10 04:00:00+00:00
YMHB,2009-11-11,11.00,2009-11-10 22:00:00+00:00,13.00,2009-11-11 04:00:00+00:00
YMHB,2009-11-12,7.00,2009-11-11 22:00:00+00:00,11.00,2009-11-12 04:00:00+00:00
YMHB,2009-11-13,10.00,2009-11-12 22:00:00+00:00,13.00,2009-11-13 04:00:00+00:00
YMHB,2009-11-14,9.00,2009-11-13 22:00:00+00:00,6.00,2009-11-14 04:00:00+00:00
YMHB,2009-11-15,2.00,2009-11-14 22:00:00+00:00,6.00,2009-11-15 04:00:00+00:00
YMHB,2009-11-16,11.00,2009-11-15 22:00:00+00:00,12.00,2009-11-16 04:00:00+00:00
YMHB,2009-11-17,6.00,2009-11-16 22:00:00+00:00,8.00,2009-11-17 04:00:00+00:00
YMHB,2009-11-18,11.00,2009-11-17 22:00:00+00:00,13.00,2009-11-18 04:00:00+00:00
YMHB,2009-11-19,9.00,2009-11-18 22:00:00+00:00,10.00,2009-11-19 04:00:00+00:00
YMHB,2009-11-20,11.00,2009-11-19 22:00:00+00:00,7.00,2009-11-20 04:00:00+00:00
YMHB,2009-11-21,5.00,2009-11-20 22:00:00+00:00,9.00,2009-11-21 04:00:00+00:00
YMHB,2009-11-22,11.00,2009-11-21 22:00:00+00:00,12.00,2009-11-22 04:00:00+00:00
YMHB,2009-11-23,5.00,2009-11-22 22:00:00+00:00,3.00,2009-11-23 04:00:00+00:00
YMHB,2009-11-24,7.00,2009-11-23 22:00:00+00:00,11.00,2009-11-24 04:00:00+00:00
YMHB,2009-11-25,6.00,2009-11-24 22:00:00+00:00,6.00,2009-11-25 04:00:00+00:00
YMHB,2009-11-26,11.60,2009-11-25 22:00:00+00:00,14.00,2009-11-26 04:00:00+00:00
YMHB,2009-11-27,11.00,2009-11-26 22:00:00+00:00,8.00,2009-11-27 04:00:00+00:00
YMHB,2009-11-28,10.80,2009-11-27 22:00:00+00:00,12.00,2009-11-28 04:00:00+00:00
YMHB,2009-11-29,9.00,2009-11-28 22:00:00+00:00,8.00,2009-11-29 04:00:00+00:00
YMHB,2009-11-30,4.00,2009-11-29 22:00:00+00:00,6.00,2009-11-30 04:00:00+00:00
YMHB,2009-12-01,5.00,2009-11-30 22:00:00+00:00,6.00,2009-12-01 04:00:00+00:00
YMHB,2009-12-02,8.00,2009-12-01 22:00:00+00:00,10.00,2009-12-02 04:00:00+00:00
YMHB,2009-12-03,8.00,2009-12-02 22:00:00+00:00,10.00,2009-12-03 04:00:00+00:00
YMHB,2009-12-04,3.00,2009-12-03 22:00:00+00:00,4.00,2009-12-04 04:00:00+00:00
YMHB,2009-12-05,8.00,2009-12-04 22:00:00+00:00,6.00,2009-12-05 04:00:00+00:00
YMHB,2009-12-06,6.00,2009-12-05 22:00:00+00:00,9.00,2009-12-06 04:00:00+00:00
YMHB,2009-12-07,6.00,2009-12-06 22:00:00+00:00,2.00,2009-12-07 04:00:00+00:00
YMHB,2009-12-08,4.00,2009-12-07 22:00:00+00:00,4.00,2009-12-08 04:00:00+00:00
YMHB,2009-12-09,5.00,2009-12-08 22:00:00+00:00,6.00,2009-12-09 04:00:00+00:00
YMHB,2009-12-10,5.10,2009-12-09 22:00:00+00:00,7.00,2009-12-10 04:00:00+00:00
YMHB,2009-12-11,3.00,2009-12-10 22:00:00+00:00,1.00,2009-12-11 04:00:00+00:00
YMHB,2009-12-12,7.00,2009-12-11 22:00:00+00:00,5.00,2009-12-12 04:00:00+00:00
YMHB,2009-12-13,4.00,2009-12-12 22:00:00+00:00,9.00,2009-12-13 04:00:00+00:00
YMHB,2009-12-14,6.00,2009-12-13 22:00:00+00:00,5.00,2009-12-14 04:00:00+00:00
YMHB,2009-12-15,10.00,2009-12-14 22:00:00+00:00,11.00,2009-12-15 04:00:00+00:00
YMHB,2009-12-16,8.00,2009-12-15 22:00:00+00:00,2.00,2009-12-16 04:00:00+00:00
YMHB,2009-12-17,11.00,2009-12-16 22:00:00+00:00,9.00,2009-12-17 04:00:00+00:00
YMHB,2009-12-18,5.00,2009-12-17 22:00:00+00:00,7.00,2009-12-18 04:00:00+00:00
YMHB,2009-12-19,4.00,2009-12-18 22:00:00+00:00,5.00,2009-12-19 04:00:00+00:00
YMHB,2009-12-20,6.00,2009-12-19 22:00:00+00:00,9.00,2009-12-20 04:00:00+00:00
YMHB,2009-12-21,9.00,2009-12-20 22:00:00+00:00,12.00,2009-12-21 04:00:00+00:00
YMHB,2009-12-22,9.00,2009-12-21 22:00:00+00:00,8.00,2009-12-22 04:00:00+00:00
YMHB,2009-12-23,12.00,2009-12-22 22:00:00+00:00,13.00,2009-12-23 04:00:00+00:00
YMHB,2009-12-24,15.00,2009-12-23 22:00:00+00:00,13.00,2009-12-24 04:00:00+00:00
YMHB,2009-12-25,2.00,2009-12-24 22:00:00+00:00,3.00,2009-12-25 04:00:00+00:00
YMHB,2009-12-26,7.00,2009-12-25 22:00:00+00:00,10.00,2009-12-26 04:00:00+00:00
YMHB,2009-12-27,11.00,2009-12-26 22:00:00+00:00,13.00,2009-12-27 04:00:00+00:00
YMHB,2009-12-28,10.00,2009-12-27 22:00:00+00:00,6.00,2009-12-28 04:00:00+00:00
YMHB,2009-12-29,8.00,2009-12-28 22:00:00+00:00,12.00,2009-12-29 04:00:00+00:00
YMHB,2009-12-30,12.00,2009-12-29 22:00:00+00:00,15.00,2009-12-30 04:00:00+00:00
YMHB,2009-12-31,12.00,2009-12-30 22:00:00+00:00,8.00,2009-12-31 04:00:00+00:00
YMHB,2010-01-01,7.00,2009-12-31 22:00:00+00:00,11.00,2010-01-01 04:00:00+00:00
YMHB,2010-01-02,12.00,2010-01-01 22:00:00+00:00,8.00,2010-01-02 04:00:00+00:00
YMHB,2010-01-03,4.00,2010-01-02 22:00:00+00:00,6.00,2010-01-03 04:00:00+00:00
YMHB,2010-01-04,8.00,2010-01-03 22:00:00+00:00,10.00,2010-01-04 04:00:00+00:00
YMHB,2010-01-05,9.00,2010-01-04 22:00:00+00:00,7.00,2010-01-05 04:00:00+00:00
YMHB,2010-01-06,6.00,2010-01-05 22:00:00+00:00,3.00,2010-01-06 04:00:00+00:00
YMHB,2010-01-07,3.00,2010-01-06 22:00:00+00:00,5.00,2010-01-07 04:00:00+00:00
YMHB,2010-01-08,9.00,2010-01-07 22:00:00+00:00,9.00,2010-01-08 04:00:00+00:00
YMHB,2010-01-09,14.00,2010-01-08 22:00:00+00:00,10.00,2010-01-09 04:00:00+00:00
YMHB,2010-01-10,10.00,2010-01-09 22:00:00+00:00,11.00,2010-01-10 04:00:00+00:00
YMHB,2010-01-11,11.00,2010-01-10 22:00:00+00:00,4.00,2010-01-11 04:00:00+00:00
YMHB,2010-01-12,13.00,2010-01-11 22:00:00+00:00,15.00,2010-01-12 04:00:00+00:00
YMHB,2010-01-13,3.00,2010-01-12 22:00:00+00:00,4.00,2010-01-13 04:00:00+00:00
YMHB,2010-01-14,6.00,2010-01-13 22:00:00+00:00,7.00,2010-01-14 04:00:00+00:00
YMHB,2010-01-15,12.00,2010-01-14 22:00:00+00:00,13.00,2010-01-15 04:00:00+00:00
YMHB,2010-01-16,15.00,2010-01-15 22:00:00+00:00,16.00,2010-01-16 04:00:00+00:00
YMHB,2010-01-17,5.00,2010-01-16 22:00:00+00:00,7.00,2010-01-17 04:00:00+00:00
YMHB,2010-01-18,6.00,2010-01-17 22:00:00+00:00,5.00,2010-01-18 04:00:00+00:00
YMHB,2010-01-19,5.00,2010-01-18 22:00:00+00:00,6.00,2010-01-19 04:00:00+00:00
YMHB,2010-01-20,8.00,2010-01-19 22:00:00+00:00,9.00,2010-01-20 04:00:00+00:00
YMHB,2010-01-21,5.00,2010-01-20 22:00:00+00:00,6.00,2010-01-21 04:00:00+00:00
YMHB,2010-01-22,6.00,2010-01-21 22:00:00+00:00,10.00,2010-01-22 04:00:00+00:00
YMHB,2010-01-23,0.00,2010-01-22 22:00:00+00:00,-2.00,2010-01-23 04:00:00+00:00
YMHB,2010-01-24,5.00,2010-01-23 22:00:00+00:00,8.00,2010-01-24 04:00:00+00:00
YMHB,2010-01-25,7.00,2010-01-24 22:00:00+00:00,12.00,2010-01-25 04:00:00+00:00
YMHB,2010-01-26,8.00,2010-01-25 22:00:00+00:00,13.00,2010-01-26 04:00:00+00:00
YMHB,2010-01-27,4.00,2010-01-26 22:00:00+00:00,5.00,2010-01-27 04:00:00+00:00
YMHB,2010-01-28,10.00,2010-01-27 22:00:00+00:00,11.00,2010-01-28 04:00:00+00:00
YMHB,2010-01-29,6.00,2010-01-28 22:00:00+00:00,1.00,2010-01-29 04:00:00+00:00
YMHB,2010-01-30,9.00,2010-01-29 22:00:00+00:00,11.00,2010-01-30 04:00:00+00:00
YMHB,2010-01-31,13.00,2010-01-30 22:00:00+00:00,12.00,2010-01-31 04:00:00+00:00
YMHB,2010-02-01,5.00,2010-01-31 22:00:00+00:00,5.00,2010-02-01 04:00:00+00:00
YMHB,2010-02-02,10.00,2010-02-01 22:00:00+00:00,16.00,2010-02-02 04:00:00+00:00
YMHB,2010-02-03,14.00,2010-02-02 22:00:00+00:00,16.00,2010-02-03 04:00:00+00:00
YMHB,2010-02-04,17.00,2010-02-03 22:00:00+00:00,17.00,2010-02-04 04:00:00+00:00
YMHB,2010-02-05,15.00,2010-02-04 22:00:00+00:00,10.00,2010-02-05 04:00:00+00:00
YMHB,2010-02-06,6.00,2010-02-05 22:00:00+00:00,5.00,2010-02-06 04:00:00+00:00
YMHB,2010-02-07,10.00,2010-02-06 22:00:00+00:00,10.00,2010-02-07 04:00:00+00:00
YMHB,2010-02-08,13.00,2010-02-07 22:00:00+00:00,13.00,2010-02-08 04:00:00+00:00
YMHB,2010-02-09,14.00,2010-02-08 22:00:00+00:00,15.00,2010-02-09 04:00:00+00:00
YMHB,2010-02-10,16.00,2010-02-09 22:00:00+00:00,14.00,2010-02-10 04:00:00+00:00
YMHB,2010-02-11,16.00,2010-02-10 22:00:00+00:00,16.00,2010-02-11 04:00:00+00:00
YMHB,2010-02-12,9.00,2010-02-11 22:00:00+00:00,8.00,2010-02-12 04:00:00+00:00
YMHB,2010-02-13,9.00,2010-02-12 22:00:00+00:00,12.00,2010-02-13 04:00:00+00:00
YMHB,2010-02-14,13.00,2010-02-13 22:00:00+00:00,12.00,2010-02-14 04:00:00+00:00
YMHB,2010-02-15,12.00,2010-02-14 22:00:00+00:00,11.00,2010-02-15 04:00:00+00:00
YMHB,2010-02-16,11.00,2010-02-15 22:00:00+00:00,12.00,2010-02-16 04:00:00+00:00
YMHB,2010-02-17,13.00,2010-02-16 22:00:00+00:00,12.00,2010-02-17 04:00:00+00:00
YMHB,2010-02-18,7.00,2010-02-17 22:00:00+00:00,7.00,2010-02-18 04:00:00+00:00
YMHB,2010-02-19,11.00,2010-02-18 22:00:00+00:00,12.00,2010-02-19 04:00:00+00:00
YMHB,2010-02-20,13.00,2010-02-19 22:00:00+00:00,3.00,2010-02-20 04:00:00+00:00
YMHB,2010-02-21,11.00,2010-02-20 22:00:00+00:00,3.00,2010-02-21 04:00:00+00:00
YMHB,2010-02-22,6.00,2010-02-21 22:00:00+00:00,5.00,2010-02-22 04:00:00+00:00
YMHB,2010-02-23,7.00,2010-02-22 22:00:00+00:00,3.00,2010-02-23 04:00:00+00:00
YMHB,2010-02-24,6.00,2010-02-23 22:00:00+00:00,6.00,2010-02-24 04:00:00+00:00
YMHB,2010-02-25,9.00,2010-02-24 22:00:00+00:00,9.00,2010-02-25 04:00:00+00:00
YMHB,2010-02-26,11.00,2010-02-25 22:00:00+00:00,10.00,2010-02-26 04:00:00+00:00
YMHB,2010-02-27,10.00,2010-02-26 22:00:00+00:00,5.00,2010-02-27 04:00:00+00:00
YMHB,2010-02-28,2.00,2010-02-27 22:00:00+00:00,9.00,2010-02-28 04:00:00+00:00
YMHB,2010-03-01,2.00,2010-02-28 22:00:00+00:00,4.00,2010-03-01 04:00:00+00:00
YMHB,2010-03-02,7.00,2010-03-01 22:00:00+00:00,9.00,2010-03-02 04:00:00+00:00
YMHB,2010-03-03,8.00,2010-03-02 22:00:00+00:00,10.00,2010-03-03 04:00:00+00:00
YMHB,2010-03-04,12.00,2010-03-03 22:00:00+00:00,14.00,2010-03-04 04:00:00+00:00
YMHB,2010-03-05,14.00,2010-03-04 22:00:00+00:00,17.00,2010-03-05 04:00:00+00:00
YMHB,2010-03-06,18.00,2010-03-05 22:00:00+00:00,17.00,2010-03-06 04:00:00+00:00
YMHB,2010-03-07,17.00,2010-03-06 22:00:00+00:00,18.00,2010-03-07 04:00:00+00:00
YMHB,2010-03-08,19.00,2010-03-07 22:00:00+00:00,19.00,2010-03-08 04:00:00+00:00
YMHB,2010-03-09,11.00,2010-03-08 22:00:00+00:00,5.00,2010-03-09 04:00:00+00:00
